model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,Cifar10_epochs300_pretrain100,Finetuned,PGD,RegNetX_400MF (Finetuned),3997610,0.7867,0.1228,0.1228,0.2133,0.8772,0.8772,0.6638999999999999,0.8439049192830812,0.1560950807169188
RegNetX_400MF,Cifar10_epochs100_pretrain300,Finetuned,PGD,RegNetX_400MF (Finetuned),3997610,0.7868,0.1506,0.1506,0.2131999999999999,0.8493999999999999,0.8493999999999999,0.6362000000000001,0.8085917641077784,0.1914082358922216
RegNetX_400MF,Cifar10_epochs3_pretrain3,Finetuned,PGD,RegNetX_400MF (Finetuned),3997610,0.374,0.0612,0.0612,0.626,0.9388,0.9388,0.3128,0.8363636363636364,0.1636363636363636
RegNetX_400MF,Cifar10_epochs200_pretrain200,Original,PGD,RegNetX_400MF (Original),4776362,0.733,0.1189,0.1189,0.267,0.8811,0.8811,0.6141,0.8377899045020464,0.1622100954979536
RegNetX_400MF,Cifar10_epochs300_pretrain100,Original,PGD,RegNetX_400MF (Original),4776362,0.7663,0.1351,0.1351,0.2337,0.8649,0.8649,0.6312,0.8236982904867546,0.1763017095132454
RegNetX_400MF,Cifar10_epochs100_pretrain300,Original,PGD,RegNetX_400MF (Original),4776362,0.7167,0.0822,0.0822,0.2833,0.9178,0.9178,0.6345000000000001,0.8853076601088322,0.1146923398911678
RegNetX_400MF,Cifar10_epochs3_pretrain3,Original,PGD,RegNetX_400MF (Original),4776362,0.3104,0.0287,0.0287,0.6896,0.9713,0.9713,0.2817,0.9075386597938144,0.0924613402061855
MobileNet,Cifar100_epochs3_pretrain3,Original,PGD,MobileNet (Original),3309476,0.1081,0.0025,0.0025,0.8919,0.9975,0.9975,0.1056,0.976873265494912,0.0231267345050878
MobileNet,Cifar100_epochs200_pretrain200,Original,PGD,MobileNet (Original),3309476,0.4329,0.0392,0.0392,0.5670999999999999,0.9608,0.9608,0.3937,0.9094479094479094,0.0905520905520905
MobileNet,Cifar100_epochs300_pretrain100,Original,PGD,MobileNet (Original),3309476,0.4394,0.0422,0.0422,0.5606,0.9578,0.9578,0.3972,0.9039599453800636,0.0960400546199362
MobileNet,Cifar100_epochs100_pretrain300,Original,PGD,MobileNet (Original),3309476,0.4255,0.0293,0.0293,0.5745,0.9707,0.9707,0.3962,0.9311398354876615,0.0688601645123384
MobileNet,Cifar10_epochs100_pretrain300,Original,BIM,MobileNet (Original),3217226,0.7836,0.4634,0.4634,0.2164,0.5366,0.5366,0.3202,0.4086268504338948,0.5913731495661052
RegNetX_400MF,Cifar100_epochs300_pretrain100,Finetuned,CW,RegNetX_400MF (Finetuned),4032260,0.401,0.0012,0.0012,0.599,0.9988,0.9988,0.3998,0.9970074812967582,0.0029925187032418
RegNetX_400MF,Cifar100_epochs100_pretrain300,Finetuned,CW,RegNetX_400MF (Finetuned),4032260,0.3991,0.0013,0.0013,0.6009,0.9987,0.9987,0.3978,0.996742671009772,0.003257328990228
RegNetX_400MF,Cifar100_epochs3_pretrain3,Finetuned,CW,RegNetX_400MF (Finetuned),3884036,0.13,0.0022,0.0022,0.87,0.9978,0.9978,0.1278,0.9830769230769232,0.0169230769230769
RegNetX_400MF,Cifar100_epochs200_pretrain200,Finetuned,CW,RegNetX_400MF (Finetuned),4032260,0.3997,0.0011,0.0011,0.6003000000000001,0.9989,0.9989,0.3986,0.997247935951964,0.002752064048036
RegNetX_400MF,Cifar100_epochs300_pretrain100,Original,CW,RegNetX_400MF (Original),4811012,0.3579,0.002,0.002,0.6421,0.998,0.998,0.3559,0.9944118468846046,0.0055881531153953
RegNetX_400MF,Cifar100_epochs100_pretrain300,Original,CW,RegNetX_400MF (Original),4811012,0.353,0.0006,0.0006,0.647,0.9994,0.9994,0.3524,0.998300283286119,0.001699716713881
RegNetX_400MF,Cifar100_epochs3_pretrain3,Original,CW,RegNetX_400MF (Original),4811012,0.0965,0.0002,0.0002,0.9035,0.9998,0.9998,0.0963,0.9979274611398964,0.0020725388601036
RegNetX_400MF,Cifar100_epochs200_pretrain200,Original,CW,RegNetX_400MF (Original),4811012,0.3576,0.0011,0.0011,0.6424000000000001,0.9989,0.9989,0.3565,0.996923937360179,0.003076062639821
XceptionNet,Cifar100_epochs3_pretrain3,Finetuned,PGD,XceptionNet (Finetuned),11377900,0.3614,0.0257,0.0257,0.6386000000000001,0.9743,0.9743,0.3357,0.9288876591034864,0.0711123408965135
XceptionNet,Cifar100_epochs100_pretrain300,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.601,0.0862,0.0862,0.399,0.9138,0.9138,0.5147999999999999,0.8565723793677203,0.1434276206322795
XceptionNet,Cifar100_epochs300_pretrain100,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.6048,0.07,0.07,0.3952,0.93,0.93,0.5347999999999999,0.8842592592592592,0.1157407407407407
XceptionNet,Cifar100_epochs200_pretrain200,Finetuned,PGD,XceptionNet (Finetuned),13481196,0.6003,0.0832,0.0832,0.3997,0.9168,0.9168,0.5170999999999999,0.8614026320173246,0.1385973679826753
XceptionNet,Cifar100_epochs3_pretrain3,Original,PGD,XceptionNet (Original),21011852,0.3035,0.0222,0.0222,0.6965,0.9778,0.9778,0.2813,0.9268533772652388,0.0731466227347611
XceptionNet,Cifar100_epochs100_pretrain300,Original,PGD,XceptionNet (Original),21011852,0.5918,0.0721,0.0721,0.4082,0.9279,0.9279,0.5197,0.8781683001013857,0.1218316998986143
XceptionNet,Cifar100_epochs300_pretrain100,Original,PGD,XceptionNet (Original),21011852,0.5984,0.091,0.091,0.4015999999999999,0.909,0.909,0.5074000000000001,0.8479278074866311,0.1520721925133689
XceptionNet,Cifar100_epochs200_pretrain200,Original,PGD,XceptionNet (Original),21011852,0.5974,0.0825,0.0825,0.4025999999999999,0.9175,0.9175,0.5149,0.8619015734851021,0.1380984265148979
InceptionNet,Cifar100_epochs200_pretrain200,Finetuned,BIM,InceptionNet (Finetuned),3638308,0.573,0.3614,0.3614,0.427,0.6386000000000001,0.6386000000000001,0.2115999999999999,0.369284467713787,0.6307155322862129
InceptionNet,Cifar100_epochs3_pretrain3,Finetuned,BIM,InceptionNet (Finetuned),4492804,0.3148,0.1651,0.1651,0.6852,0.8349,0.8349,0.1497,0.4755400254129606,0.5244599745870393
InceptionNet,Cifar100_epochs100_pretrain300,Finetuned,BIM,InceptionNet (Finetuned),3901476,0.5741,0.3598,0.3598,0.4258999999999999,0.6402,0.6402,0.2143,0.3732799163908727,0.6267200836091272
InceptionNet,Cifar100_epochs300_pretrain100,Finetuned,BIM,InceptionNet (Finetuned),3638308,0.5715,0.3388,0.3388,0.4285,0.6612,0.6612,0.2327,0.4071741032370954,0.5928258967629046
InceptionNet,Cifar100_epochs200_pretrain200,Original,BIM,InceptionNet (Original),6083332,0.5606,0.3203,0.3203,0.4394,0.6797,0.6797,0.2403,0.4286478772743489,0.5713521227256511
InceptionNet,Cifar100_epochs300_pretrain100,Original,BIM,InceptionNet (Original),6083332,0.5658,0.3338,0.3338,0.4342,0.6662,0.6662,0.2319999999999999,0.4100388829975256,0.5899611170024743
ConvNeXt,Cifar10_epochs3_pretrain3,Finetuned,PGD,ConvNeXt (Finetuned),2482666,0.049,0.0618,0.0618,0.951,0.9382,0.9382,-0.0127999999999999,-0.2612244897959183,1.2612244897959184
ConvNeXt,Cifar10_epochs100_pretrain300,Finetuned,PGD,ConvNeXt (Finetuned),2482666,0.0872,0.0677,0.0677,0.9128,0.9323,0.9323,0.0195,0.2236238532110092,0.7763761467889908
ConvNeXt,Cifar10_epochs300_pretrain100,Finetuned,PGD,ConvNeXt (Finetuned),2518762,0.0803,0.0623,0.0623,0.9197,0.9377,0.9377,0.0179999999999999,0.2241594022415939,0.7758405977584061
ConvNeXt,Cifar10_epochs200_pretrain200,Finetuned,PGD,ConvNeXt (Finetuned),2482666,0.0802,0.0598,0.0598,0.9198,0.9402,0.9402,0.0203999999999999,0.2543640897755611,0.745635910224439
ConvNeXt,Cifar10_epochs3_pretrain3,Original,PGD,ConvNeXt (Original),27827818,0.52,0.1749,0.1749,0.48,0.8251,0.8251,0.3451,0.6636538461538461,0.3363461538461538
ConvNeXt,Cifar10_epochs100_pretrain300,Original,PGD,ConvNeXt (Original),27827818,0.7524,0.1852,0.1852,0.2476,0.8148,0.8148,0.5671999999999999,0.7538543328017012,0.2461456671982988
ConvNeXt,Cifar10_epochs300_pretrain100,Original,PGD,ConvNeXt (Original),27827818,0.7557,0.1995,0.1995,0.2442999999999999,0.8005,0.8005,0.5562,0.7360063517268758,0.2639936482731242
ConvNeXt,Cifar10_epochs200_pretrain200,Original,PGD,ConvNeXt (Original),27827818,0.7535,0.1981,0.1981,0.2465,0.8019000000000001,0.8019000000000001,0.5553999999999999,0.7370935633709356,0.2629064366290644
VGG16,Cifar100_epochs100_pretrain300,Finetuned,CW,VGG16 (Finetuned),22623396,0.6785,0.002,0.002,0.3215,0.998,0.998,0.6765,0.9970523212969786,0.0029476787030213
VGG16,Cifar100_epochs3_pretrain3,Finetuned,CW,VGG16 (Finetuned),22262180,0.3241,0.0197,0.0197,0.6759,0.9803,0.9803,0.3044,0.9392162912681272,0.0607837087318728
VGG16,Cifar100_epochs200_pretrain200,Original,CW,VGG16 (Original),34031780,0.6072,0.0007,0.0007,0.3928,0.9993,0.9993,0.6064999999999999,0.998847167325428,0.0011528326745718
VGG16,Cifar100_epochs100_pretrain300,Original,CW,VGG16 (Original),34031780,0.5486,0.0004,0.0004,0.4514,0.9996,0.9996,0.5482,0.999270871308786,0.0007291286912139
VGG16,Cifar100_epochs300_pretrain100,Original,CW,VGG16 (Original),34031780,0.6195,0.0009,0.0009,0.3804999999999999,0.9991,0.9991,0.6186,0.998547215496368,0.0014527845036319
VGG16,Cifar100_epochs3_pretrain3,Original,CW,VGG16 (Original),34031780,0.0886,0.0095,0.0095,0.9114,0.9905,0.9905,0.0791,0.8927765237020316,0.1072234762979684
RegNetX_400MF,Cifar10_epochs200_pretrain200,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7689,0.0116,0.0116,0.2310999999999999,0.9884,0.9884,0.7573000000000001,0.9849135128105084,0.0150864871894914
RegNetX_400MF,Cifar10_epochs300_pretrain100,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7869,0.0359,0.0359,0.2130999999999999,0.9641,0.9641,0.751,0.9543779387469816,0.0456220612530181
RegNetX_400MF,Cifar10_epochs100_pretrain300,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7868,0.0108,0.0108,0.2131999999999999,0.9892,0.9892,0.776,0.9862735129639044,0.0137264870360955
RegNetX_400MF,Cifar10_epochs3_pretrain3,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.3739,0.0168,0.0168,0.6261,0.9832,0.9832,0.3571,0.9550682000534902,0.0449317999465097
RegNetX_400MF,Cifar10_epochs200_pretrain200,Original,CW,RegNetX_400MF (Original),4776362,0.7331,0.0055,0.0055,0.2669,0.9945,0.9945,0.7276,0.9924976128768244,0.0075023871231755
RegNetX_400MF,Cifar10_epochs300_pretrain100,Original,CW,RegNetX_400MF (Original),4776362,0.7662,0.0122,0.0122,0.2338,0.9878,0.9878,0.754,0.984077264421822,0.015922735578178
RegNetX_400MF,Cifar10_epochs100_pretrain300,Original,CW,RegNetX_400MF (Original),4776362,0.7169,0.0048,0.0048,0.2831,0.9952,0.9952,0.7121,0.993304505509834,0.0066954944901659
RegNetX_400MF,Cifar10_epochs3_pretrain3,Original,CW,RegNetX_400MF (Original),4776362,0.3104,0.0039,0.0039,0.6896,0.9961,0.9961,0.3065,0.9874355670103092,0.0125644329896907
XceptionNet,Cifar100_epochs3_pretrain3,Finetuned,BIM,XceptionNet (Finetuned),11377900,0.3614,0.1666,0.1666,0.6386000000000001,0.8334,0.8334,0.1948,0.5390149418926398,0.4609850581073602
XceptionNet,Cifar100_epochs100_pretrain300,Finetuned,BIM,XceptionNet (Finetuned),13481196,0.601,0.3648,0.3648,0.399,0.6352,0.6352,0.2361999999999999,0.3930116472545756,0.6069883527454243
XceptionNet,Cifar100_epochs300_pretrain100,Finetuned,BIM,XceptionNet (Finetuned),13481196,0.6048,0.3213,0.3213,0.3952,0.6787000000000001,0.6787000000000001,0.2835,0.46875,0.53125
XceptionNet,Cifar100_epochs200_pretrain200,Finetuned,BIM,XceptionNet (Finetuned),13481196,0.6004,0.3481,0.3481,0.3995999999999999,0.6518999999999999,0.6518999999999999,0.2523,0.4202198534310459,0.579780146568954
XceptionNet,Cifar100_epochs3_pretrain3,Original,BIM,XceptionNet (Original),21011852,0.3036,0.1301,0.1301,0.6964,0.8699,0.8699,0.1735,0.5714756258234519,0.4285243741765481
XceptionNet,Cifar100_epochs100_pretrain300,Original,BIM,XceptionNet (Original),21011852,0.5915,0.3122,0.3122,0.4085,0.6878,0.6878,0.2793,0.4721893491124261,0.527810650887574
XceptionNet,Cifar100_epochs300_pretrain100,Original,BIM,XceptionNet (Original),21011852,0.5986,0.3657,0.3657,0.4014,0.6343,0.6343,0.2329,0.3890745071834279,0.610925492816572
XceptionNet,Cifar100_epochs200_pretrain200,Original,BIM,XceptionNet (Original),21011852,0.5975,0.3476,0.3476,0.4024999999999999,0.6524,0.6524,0.2499,0.4182426778242678,0.5817573221757322
XceptionNet,Cifar10_epochs3_pretrain3,Finetuned,PGD,XceptionNet (Finetuned),11193490,0.6748,0.1228,0.1228,0.3252,0.8772,0.8772,0.5519999999999999,0.8180201541197392,0.1819798458802608
XceptionNet,Cifar10_epochs200_pretrain200,Finetuned,PGD,XceptionNet (Finetuned),13839874,0.8846,0.2303,0.2303,0.1153999999999999,0.7697,0.7697,0.6543000000000001,0.7396563418494235,0.2603436581505765
XceptionNet,Cifar10_epochs100_pretrain300,Finetuned,PGD,XceptionNet (Finetuned),11193490,0.8875,0.2381,0.2381,0.1125,0.7619,0.7619,0.6494,0.731718309859155,0.2682816901408451
XceptionNet,Cifar10_epochs300_pretrain100,Finetuned,PGD,XceptionNet (Finetuned),13839874,0.8751,0.19,0.19,0.1249,0.81,0.81,0.6851,0.782881956347846,0.217118043652154
XceptionNet,Cifar10_epochs3_pretrain3,Original,PGD,XceptionNet (Original),20827442,0.6504,0.1268,0.1268,0.3496,0.8732,0.8732,0.5236,0.8050430504305043,0.1949569495694957
XceptionNet,Cifar10_epochs200_pretrain200,Original,PGD,XceptionNet (Original),20827442,0.8806,0.22,0.22,0.1193999999999999,0.78,0.78,0.6606000000000001,0.7501703384056325,0.2498296615943674
XceptionNet,Cifar10_epochs100_pretrain300,Original,PGD,XceptionNet (Original),20827442,0.8712,0.1918,0.1918,0.1288,0.8082,0.8082,0.6794,0.7798438934802572,0.2201561065197428
XceptionNet,Cifar10_epochs300_pretrain100,Original,PGD,XceptionNet (Original),20827442,0.8827,0.2393,0.2393,0.1172999999999999,0.7606999999999999,0.7606999999999999,0.6434,0.728899966013368,0.2711000339866319
InceptionNet,Cifar10_epochs100_pretrain300,Finetuned,FGSM,InceptionNet (Finetuned),3809226,0.8634,0.4151,0.4151,0.1366,0.5849,0.5849,0.4482999999999999,0.5192263145703034,0.4807736854296966
InceptionNet,Cifar10_epochs300_pretrain100,Finetuned,FGSM,InceptionNet (Finetuned),4400554,0.8549,0.4234,0.4234,0.1451,0.5766,0.5766,0.4315,0.5047373961866884,0.4952626038133115
InceptionNet,Cifar10_epochs200_pretrain200,Finetuned,FGSM,InceptionNet (Finetuned),4049962,0.8575,0.4082,0.4082,0.1424999999999999,0.5918,0.5918,0.4493,0.5239650145772595,0.4760349854227405
InceptionNet,Cifar10_epochs3_pretrain3,Finetuned,FGSM,InceptionNet (Finetuned),3809226,0.6828,0.266,0.266,0.3172,0.734,0.734,0.4167999999999999,0.6104276508494434,0.3895723491505565
InceptionNet,Cifar10_epochs100_pretrain300,Original,FGSM,InceptionNet (Original),5991082,0.8528,0.4033,0.4033,0.1472,0.5967,0.5967,0.4495,0.5270872420262664,0.4729127579737335
InceptionNet,Cifar10_epochs300_pretrain100,Original,FGSM,InceptionNet (Original),5991082,0.8594,0.4084,0.4084,0.1405999999999999,0.5916,0.5916,0.451,0.5247847335350245,0.4752152664649755
InceptionNet,Cifar10_epochs200_pretrain200,Original,FGSM,InceptionNet (Original),5991082,0.86,0.4113,0.4113,0.14,0.5887,0.5887,0.4487,0.5217441860465116,0.4782558139534884
InceptionNet,Cifar10_epochs3_pretrain3,Original,FGSM,InceptionNet (Original),5991082,0.6513,0.2154,0.2154,0.3487,0.7846,0.7846,0.4358999999999999,0.6692768309534776,0.3307231690465224
VGG16,Cifar100_epochs100_pretrain300,Finetuned,PGD,VGG16 (Finetuned),22623396,0.6785,0.0431,0.0431,0.3215,0.9569,0.9569,0.6354,0.9364775239498894,0.0635224760501105
VGG16,Cifar100_epochs3_pretrain3,Finetuned,PGD,VGG16 (Finetuned),22262180,0.3241,0.0441,0.0441,0.6759,0.9559,0.9559,0.28,0.8639308855291578,0.1360691144708423
VGG16,Cifar100_epochs200_pretrain200,Original,PGD,VGG16 (Original),34031780,0.6072,0.0423,0.0423,0.3928,0.9577,0.9577,0.5649,0.9303359683794468,0.0696640316205533
VGG16,Cifar100_epochs100_pretrain300,Original,PGD,VGG16 (Original),34031780,0.5486,0.03,0.03,0.4514,0.97,0.97,0.5186,0.94531534815895,0.0546846518410499
VGG16,Cifar100_epochs300_pretrain100,Original,PGD,VGG16 (Original),34031780,0.6195,0.0435,0.0435,0.3804999999999999,0.9565,0.9565,0.5760000000000001,0.9297820823244553,0.0702179176755447
VGG16,Cifar100_epochs3_pretrain3,Original,PGD,VGG16 (Original),34031780,0.0886,0.0212,0.0212,0.9114,0.9788,0.9788,0.0674,0.7607223476297968,0.2392776523702031
VGG16,Cifar10_epochs3_pretrain3,Finetuned,BIM,VGG16 (Finetuned),21893450,0.7592,0.5394,0.5394,0.2408,0.4606,0.4606,0.2198,0.2895152792413066,0.7104847207586934
VGG16,Cifar10_epochs100_pretrain300,Finetuned,BIM,VGG16 (Finetuned),21893450,0.9167,0.5211,0.5211,0.0833,0.4789,0.4789,0.3955999999999999,0.4315479437111377,0.5684520562888623
VGG16,Cifar10_epochs200_pretrain200,Original,BIM,VGG16 (Original),33663050,0.9245,0.6786,0.6786,0.0755,0.3214,0.3214,0.2459,0.2659816116819902,0.7340183883180097
VGG16,Cifar10_epochs300_pretrain100,Original,BIM,VGG16 (Original),33663050,0.9287,0.6759,0.6759,0.0713,0.3241,0.3241,0.2528,0.2722084634435232,0.7277915365564768
VGG16,Cifar10_epochs3_pretrain3,Original,BIM,VGG16 (Original),33663050,0.5429,0.3901,0.3901,0.4570999999999999,0.6099,0.6099,0.1528,0.281451464358077,0.7185485356419229
VGG16,Cifar10_epochs100_pretrain300,Original,BIM,VGG16 (Original),33663050,0.9204,0.6518,0.6518,0.0796,0.3481999999999999,0.3481999999999999,0.2685999999999999,0.2918296392872663,0.7081703607127336
ConvNeXt,Cifar10_epochs3_pretrain3,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.0957,0.0737,0.0737,0.9043,0.9263,0.9263,0.0219999999999999,0.2298850574712643,0.7701149425287357
ConvNeXt,Cifar10_epochs100_pretrain300,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.1062,0.0416,0.0416,0.8938,0.9584,0.9584,0.0646,0.608286252354049,0.391713747645951
ConvNeXt,Cifar10_epochs300_pretrain100,Finetuned,BIM,ConvNeXt (Finetuned),2518762,0.0722,0.0371,0.0371,0.9278,0.9629,0.9629,0.0351,0.4861495844875346,0.5138504155124654
ConvNeXt,Cifar10_epochs200_pretrain200,Finetuned,BIM,ConvNeXt (Finetuned),2482666,0.0745,0.0298,0.0298,0.9255,0.9702,0.9702,0.0447,0.6,0.4
ConvNeXt,Cifar10_epochs3_pretrain3,Original,BIM,ConvNeXt (Original),27827818,0.52,0.3851,0.3851,0.48,0.6149,0.6149,0.1349,0.259423076923077,0.740576923076923
ConvNeXt,Cifar10_epochs100_pretrain300,Original,BIM,ConvNeXt (Original),27827818,0.7524,0.546,0.546,0.2476,0.4539999999999999,0.4539999999999999,0.2063999999999999,0.2743221690590111,0.7256778309409889
ConvNeXt,Cifar10_epochs300_pretrain100,Original,BIM,ConvNeXt (Original),27827818,0.7557,0.5725,0.5725,0.2442999999999999,0.4275,0.4275,0.1832,0.2424242424242424,0.7575757575757576
ConvNeXt,Cifar10_epochs200_pretrain200,Original,BIM,ConvNeXt (Original),27827818,0.7535,0.5659,0.5659,0.2465,0.4341,0.4341,0.1876,0.2489714664897146,0.7510285335102853
InceptionNet,Cifar100_epochs200_pretrain200,Finetuned,FGSM,InceptionNet (Finetuned),3638308,0.573,0.1566,0.1566,0.427,0.8434,0.8434,0.4164,0.7267015706806284,0.2732984293193717
InceptionNet,Cifar100_epochs3_pretrain3,Finetuned,FGSM,InceptionNet (Finetuned),4492804,0.3148,0.0483,0.0483,0.6852,0.9517,0.9517,0.2665,0.846569250317662,0.153430749682338
InceptionNet,Cifar100_epochs100_pretrain300,Finetuned,FGSM,InceptionNet (Finetuned),3901476,0.5741,0.1576,0.1576,0.4258999999999999,0.8424,0.8424,0.4165000000000001,0.7254833652673751,0.2745166347326249
InceptionNet,Cifar100_epochs300_pretrain100,Finetuned,FGSM,InceptionNet (Finetuned),3638308,0.5715,0.1492,0.1492,0.4285,0.8508,0.8508,0.4223,0.7389326334208224,0.2610673665791776
InceptionNet,Cifar100_epochs200_pretrain200,Original,FGSM,InceptionNet (Original),6083332,0.5606,0.1444,0.1444,0.4394,0.8556,0.8556,0.4162,0.7424188369603996,0.2575811630396004
InceptionNet,Cifar100_epochs3_pretrain3,Original,FGSM,InceptionNet (Original),6083332,0.2429,0.0494,0.0494,0.7571,0.9506,0.9506,0.1935,0.7966241251543845,0.2033758748456154
InceptionNet,Cifar100_epochs100_pretrain300,Original,FGSM,InceptionNet (Original),6083332,0.5491,0.1352,0.1352,0.4508999999999999,0.8648,0.8648,0.4139,0.753778910945183,0.2462210890548169
InceptionNet,Cifar100_epochs300_pretrain100,Original,FGSM,InceptionNet (Original),6083332,0.5658,0.142,0.142,0.4342,0.858,0.858,0.4237999999999999,0.7490279250618592,0.2509720749381406
ConvNeXt,Cifar10|epochs3_pretrain3,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.0756,0.0255,0.0255,0.9244,0.9745,0.9745,0.0501,0.6626984126984128,0.3373015873015872
ConvNeXt,Cifar10|epochs100_pretrain300,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.067,0.0084,0.0084,0.933,0.9916,0.9916,0.0586,0.8746268656716418,0.1253731343283582
ConvNeXt,Cifar10|epochs300_pretrain100,Finetuned,APGD,ConvNeXt (Finetuned),2518762,0.0671,0.0092,0.0092,0.9329,0.9908,0.9908,0.0579,0.8628912071535022,0.1371087928464977
ConvNeXt,Cifar10|epochs200_pretrain200,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.0637,0.0072,0.0072,0.9363,0.9928,0.9928,0.0565,0.8869701726844584,0.1130298273155415
ConvNeXt,Cifar10|epochs3_pretrain3,Original,APGD,ConvNeXt (Original),27827818,0.52,0.1191,0.1191,0.48,0.8809,0.8809,0.4009,0.7709615384615385,0.2290384615384615
ConvNeXt,Cifar10|epochs100_pretrain300,Original,APGD,ConvNeXt (Original),27827818,0.7525,0.1251,0.1251,0.2475,0.8749,0.8749,0.6274,0.8337541528239203,0.1662458471760797
ConvNeXt,Cifar10|epochs300_pretrain100,Original,APGD,ConvNeXt (Original),27827818,0.7556,0.1432,0.1432,0.2443999999999999,0.8568,0.8568,0.6124,0.8104817363684489,0.189518263631551
ConvNeXt,Cifar10|epochs200_pretrain200,Original,APGD,ConvNeXt (Original),27827818,0.7534,0.1432,0.1432,0.2466,0.8568,0.8568,0.6102,0.8099283249269976,0.1900716750730024
MobileNet,Cifar100_epochs3_pretrain3,Original,BIM,MobileNet (Original),3309476,0.1081,0.0068,0.0068,0.8919,0.9932,0.9932,0.1013,0.937095282146161,0.062904717853839
MobileNet,Cifar100_epochs200_pretrain200,Original,BIM,MobileNet (Original),3309476,0.4329,0.2127,0.2127,0.5670999999999999,0.7873,0.7873,0.2202,0.5086625086625086,0.4913374913374913
MobileNet,Cifar100_epochs300_pretrain100,Original,BIM,MobileNet (Original),3309476,0.4394,0.2233,0.2233,0.5606,0.7767,0.7767,0.2161,0.4918070095584889,0.5081929904415111
MobileNet,Cifar100_epochs100_pretrain300,Original,BIM,MobileNet (Original),3309476,0.4255,0.184,0.184,0.5745,0.8160000000000001,0.8160000000000001,0.2415,0.5675675675675675,0.4324324324324324
ConvNeXt,Cifar100_epochs200_pretrain200,Finetuned,PGD,ConvNeXt (Finetuned),2551876,0.0097,0.004,0.004,0.9903,0.996,0.996,0.0057,0.5876288659793815,0.4123711340206185
ConvNeXt,Cifar100_epochs3_pretrain3,Finetuned,PGD,ConvNeXt (Finetuned),2551876,0.0081,0.0066,0.0066,0.9919,0.9934,0.9934,0.0014999999999999,0.1851851851851851,0.8148148148148149
ConvNeXt,Cifar100_epochs300_pretrain100,Finetuned,PGD,ConvNeXt (Finetuned),2551876,0.0117,0.0026,0.0026,0.9883,0.9974,0.9974,0.0091,0.7777777777777778,0.2222222222222222
ConvNeXt,Cifar100_epochs100_pretrain300,Finetuned,PGD,ConvNeXt (Finetuned),2551876,0.0089,0.0042,0.0042,0.9911,0.9958,0.9958,0.0047,0.5280898876404495,0.4719101123595505
ConvNeXt,Cifar100_epochs200_pretrain200,Original,PGD,ConvNeXt (Original),27897028,0.4159,0.0471,0.0471,0.5841000000000001,0.9529,0.9529,0.3688,0.8867516229862948,0.1132483770137052
ConvNeXt,Cifar100_epochs3_pretrain3,Original,PGD,ConvNeXt (Original),27897028,0.2409,0.0377,0.0377,0.7591,0.9623,0.9623,0.2032,0.8435035284350353,0.1564964715649647
ConvNeXt,Cifar100_epochs300_pretrain100,Original,PGD,ConvNeXt (Original),27897028,0.412,0.0515,0.0515,0.5880000000000001,0.9485,0.9485,0.3605,0.875,0.125
ConvNeXt,Cifar100_epochs100_pretrain300,Original,PGD,ConvNeXt (Original),27897028,0.4119,0.0476,0.0476,0.5881000000000001,0.9524,0.9524,0.3642999999999999,0.8844379703811603,0.1155620296188395
ConvNeXt,Cifar10_epochs3_pretrain3,Finetuned,CW,ConvNeXt (Finetuned),2482666,0.1093,0.0274,0.0274,0.8907,0.9726,0.9726,0.0819,0.7493138151875572,0.2506861848124428
ConvNeXt,Cifar10_epochs100_pretrain300,Finetuned,CW,ConvNeXt (Finetuned),2482666,0.0758,0.0033,0.0033,0.9242,0.9967,0.9967,0.0725,0.9564643799472295,0.0435356200527704
ConvNeXt,Cifar10_epochs300_pretrain100,Finetuned,CW,ConvNeXt (Finetuned),2518762,0.0682,0.0012,0.0012,0.9318,0.9988,0.9988,0.0669999999999999,0.9824046920821112,0.0175953079178885
ConvNeXt,Cifar10_epochs200_pretrain200,Finetuned,CW,ConvNeXt (Finetuned),2482666,0.1029,0.0014,0.0014,0.8971,0.9986,0.9986,0.1015,0.9863945578231292,0.0136054421768707
ConvNeXt,Cifar10_epochs3_pretrain3,Original,CW,ConvNeXt (Original),27827818,0.52,0.1257,0.1257,0.48,0.8743,0.8743,0.3943,0.7582692307692307,0.2417307692307692
ConvNeXt,Cifar10_epochs100_pretrain300,Original,CW,ConvNeXt (Original),27827818,0.7525,0.0032,0.0032,0.2475,0.9968,0.9968,0.7493,0.9957475083056478,0.0042524916943521
